"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","2005","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.8","X","    798.3","","     798.3","0","       123","0","        81","0","        15","0","       43","","        14","0","         0","0","        76","0","        19","0","       150","0","        23","0","       142"," ","        18"," ","","","  -15.0","0,0128, ","   356"," ,0,0124, ","   216"," ,0,0122, "," 108.2"," ,0,1012,+","   37.2","0,0813, ","0.0","0,1118","-2.8","0,1123","-4.4","0,1124","-8.3","0,1213","-10.0","0,1214","0.0","0,0316","-2.2","0,0315","-6.1","0,0310","-8.9","0,0309","-8.9","0,0309","    2656.2","2","    2656.2","0","   1422.1"," ,0","","","     1212"," ,0","     13.18","0","     17.17","0","      9.18","0","","","","","        50","X","       140","X","","","","","","","      13.0","X","      21.5","X","","","",""
"USW00094728","2006","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.5","W","    610.9","","     610.9","0","       118","0","        83","0","        19","0","       10","","         4","0","         0","0","        49","0","         7","0","       142","0","         8","0","       133"," ","        17"," ","","","   -9.4","0,0219,+","   432"," ,0,0213, ","   612"," ,0,0212, ","  91.4"," ,0,1108, ","   36.1","0,0802, ","-0.6","0,1204","-3.3","0,1207","-7.8","0,1208","-7.8","0,1208","","","-0.6","0,0322","-4.4","0,0321","-4.4","0,0321","-7.8","0,0227","-9.4","0,0219","    2399.3","3","    2399.3","0","   1521.5"," ,0","","","      770"," ,0","     13.77","0","     17.70","0","      9.85","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2007","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.3","W","    655.3","","     655.3","0","       133","0","        76","0","        23","0","       13","","         6","0","         0","0","        74","0","        18","0","       164","0","        10","0","       152"," ","        14"," ","","","  -13.3","0,0205, ","   127"," ,0,0317, ","   140"," ,0,0316, "," 192.3"," ,0,0415, ","   33.3","0,0802,+","-0.6","0,1111","-3.3","0,1124","-6.7","0,1202","-6.7","0,1202","","","0.0","0,0409","-3.3","0,0321","-10.6","0,0309","-10.6","0,0309","-10.6","0,0309","    2511.8","8","    2511.8","0","   1567.9"," ,0","","","      390"," ,0","     12.78","0","     16.82","0","      8.75","0","","","","","        50","X","       150","X","","","","","","","      11.6","X","      21.0","X","","","",""
"USW00094728","2008","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.7","W","    631.7","","     631.7","0","       141","0","        86","0","        14","0","        9","","         4","0","         0","0","        72","0","        12","0","       147","0","        12","0","       156"," ","        18"," ","","","  -12.2","0,0211, ","   127"," ,0,0223, ","   152"," ,0,0222, ","  82.8"," ,0,0906, ","   35.6","0,0719,+","-1.7","0,1118","-3.3","0,1119","-5.0","0,1122","-6.7","0,1207","-10.6","0,1222","-2.2","0,0330","-2.2","0,0330","-8.3","0,0229","-8.3","0,0229","-12.2","0,0211","    2517.0","0","    2517.0","0","   1362.4"," ,0","","","      381"," ,0","     12.97","0","     17.13","0","      8.80","0","","","","","       250","X","       280","X","","","","","","","      14.3","X","      21.9","X","","","",""
"USW00094728","2009","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    468.4","","     468.4","0","       129","0","        91","0","        15","0","       27","","        11","0","         0","0","        78","0","        25","0","       135","0","         7","0","       147"," ","        19"," ","","","  -14.4","0,0117, ","   254"," ,0,1220, ","   231"," ,0,1219, ","  58.4"," ,0,0618, ","   33.3","0,0817,+","0.0","0,1207","-2.8","0,1210","-6.1","0,1211","-6.7","0,1217","-8.9","0,1218","-2.8","0,0324","-2.8","0,0324","-7.8","0,0304","-7.8","0,0304","-11.1","0,0303","    2719.9","9","    2719.9","0","   1362.4"," ,0","","","      863"," ,0","     12.23","0","     16.07","0","      8.39","0","","","","","       280","X","       280","X","","","","","","","      13.4","X","      21.5","X","","","",""
"USW00094728","2010","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.9","W","    840.7","","     840.7","0","       102","0","        60","0","        23","0","       24","","         7","0","         0","0","        71","0","        17","0","       165","0","        37","0","       119"," ","        17"," ","","","  -10.6","0,0130, ","   533"," ,0,0227, ","   310"," ,0,1226, ","  98.0"," ,0,0313, ","   39.4","0,0706, ","0.0","0,1204","-2.8","0,1208","-5.0","0,1209","-7.2","0,1214","","","-1.7","0,0327","-3.3","0,0226","-4.4","0,0213","-8.3","0,0207","-10.0","0,0131","    2462.7","7","    2462.7","0","   1254.7"," ,0","","","     1501"," ,0","     13.72","0","     17.69","0","      9.74","0","","","","","        60","X","        60","X","","","","","","","      16.5","X","      23.7","X","","","",""
"USW00094728","2011","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.6","W","    721.4","","     721.4","X","       126","X","        87","X","        24","X","       52","","        12","W","         0","X","        69","X","        16","X","       149","X","        20","X","       142"," ","        23"," ","","","  -14.4","X,0124, ","   584"," ,X,0127, ","   312"," ,W,0126, "," 147.6"," ,X,0814, ","   40.0","X,0722, ","0.0","X,1210","-5.6","X,1218","-5.6","X,1218","","","","","-0.6","X,0329","-3.3","X,0328","-6.7","X,0303","-6.7","X,0303","-8.9","X,0222","    2657.9","9","    2657.9","X","   1850.3"," ,X","","","     1134"," ,W","     13.56","X","     17.58","X","      9.55","X","","","","","        70","X","        70","X","","","","","","","      14.3","X","      26.8","X","","","",""
"USW00094728","2012","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    692.7","","     692.7","X","       134","X","        75","X","         8","X","        4","","         2","X","         0","X","        38","X","         5","X","       153","X","        19","X","        99"," ","        12"," ","","","  -10.6","X,0104, ","   102"," ,X,1108, ","   109"," ,X,1107,+","  62.2"," ,X,0422, ","   37.8","X,0718, ","-0.6","X,1106","-2.2","X,1226","","","","","","","-1.1","X,0327","-3.9","X,0306","-6.7","X,0212","-6.7","X,0212","-9.4","X,0116","    2096.0","0","    2096.0","X","    979.0"," ,X","","","      243"," ,X","     14.06","X","     17.96","X","     10.16","X","","","","","        50","X","        50","X","","","","","","","      17.0","X","      27.7","X","","","",""
"USW00094728","2013","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.5","W","    692.0","","     692.0","W","       118","W","        69","W","        11","W","       17","","         8","W","         0","W","        77","W","        20","W","       147","W","        17","W","        63"," ","         6"," ","","","  -11.7","W,0123, ","   279"," ,W,0209, ","   160"," ,W,0208, "," 105.7"," ,W,0607, ","   36.7","W,0718, ","-0.5","W,1112","-4.9","W,1124","-4.9","W,1124","-7.1","W,1225","","","0.0","X,0323","-2.2","X,0322","-4.4","X,0221","-8.3","X,0218","-9.4","X,0126","    2611.3","3","    2611.3","W","   1177.3"," ,W","","","      754"," ,W","     12.96","W","     16.81","W","      9.12","W","","","","","        60","W","        50","W","","","","","","","      13.4","W","      20.6","W","","","",""
"USW00094728","2014","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.4","W","    610.9","","     610.9","W","       129","W","        78","W","        17","W","       53","","        12","W","         0","W","        82","W","        29","W","       157","W","         8","W","        71"," ","","","","","  -15.5","W,0107, ","   460"," ,W,0218,+","   279"," ,W,0121, "," 126.2"," ,W,0430, ","   33.3","W,0902, ","-4.3","W,1118","-4.3","W,1118","-5.5","W,1119","","","","","-0.5","W,0416","-5.5","W,0327","-5.5","W,0327","-7.7","W,0313","-10.5","W,0304","    2783.1","1","    2783.1","W","   1366.6"," ,W","","","     1269"," ,W","     12.45","W","     16.42","W","      8.47","W","","","","","        30","W","        10","W","","","","","","","      11.2","W","      17.9","W","","","",""
"USW00094728","2015","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.4","W","    855.3","","     855.3","W","       110","W","        70","W","        14","W","       54","","        14","W","         0","W","        71","W","        26","W","       168","W","        20","W","       110"," ","         8"," ","","","  -16.6","W,0220, ","   480"," ,W,0306, ","   191"," ,W,0305, ","  53.3"," ,W,0118, ","   36.1","W,0908, ","0.0","W,1124","","","","","","","","","0.0","W,0401","-3.8","W,0329","-4.9","W,0323","-7.7","W,0307","-11.0","W,0306","    2791.8","8","    2791.8","W","   1041.0"," ,W","","","     1247"," ,W","     13.70","W","     17.85","W","      9.55","W","","","","","       280","W","       260","W","","","","","","","      13.0","W","      20.6","W","","","",""
"USW00094728","2016","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    809.3","","     809.3","W","       116","W","        71","W","        12","W","       13","","         4","W","         1","W","        58","W","        12","W","       156","W","        22","W","       131"," ","         6"," ","","","  -18.2","W,0214, ","   560"," ,W,0124, ","   693"," ,W,0123, ","  58.7"," ,W,0123, ","   35.6","W,0813,+","-1.6","W,1209","-7.1","W,1215","-7.1","W,1215","-7.1","W,1215","","","-0.5","W,0410","-3.2","W,0405","-10.5","W,0215","-10.5","W,0215","-10.5","W,0215","    2121.5","5","    2121.5","W","   1072.2"," ,W","","","      915"," ,W","     13.99","W","     18.10","W","      9.87","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2017","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","       2.4","W","    680.5","","     680.5","W","       121","W","        73","W","        13","W","       24","","         9","W","         0","W","        58","W","        18","W","       153","W","        13","W","       146"," ","        13"," ","","","  -12.7","W,1231, ","   200"," ,W,0210, ","   239"," ,W,0209, ","  77.0"," ,W,1029, ","   34.4","W,0720,+","-3.8","W,1110","-3.8","W,1110","-6.6","W,1213","-8.2","W,1227","-11.6","W,1228","-4.9","W,0323","-4.9","W,0323","-4.9","W,0323","-7.1","W,0312","-9.9","W,0305","    2376.4","4","    2376.4","W","   1144.7"," ,W","","","      880"," ,W","     13.54","W","     17.33","W","      9.74","W","","","","","        70","W","       310","W","","","","","","","      14.8","W","      21.5","W","","","",""
"USW00094728","2018","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    774.0","","     774.0","W","       158","W","       102","W","        18","W","       16","","         6","W","         0","W","        66","W","        14","W","       152","W","        21","W","       176"," ","        10"," ","        25"," ","  -14.9","W,0107, ","   200"," ,W,0322, ","   249"," ,W,0104, ","  73.7"," ,W,0811, ","   35.6","W,0701, ","0.0","W,1114","-2.7","W,1121","-8.2","W,1122","-8.2","W,1122","-9.3","W,1123","0.0","W,0409","-2.7","W,0317","-8.8","W,0203","-8.8","W,0203","-9.3","W,0114","    2550.6","6","    2550.6","W","   1665.3"," ,W","","","     1007"," ,W","     13.27","W","     16.99","W","      9.56","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2019","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    684.1","","     684.1","W","       148","W","        89","W","        12","W","       11","","         7","W","         0","W","        73","W","        12","W","       156","W","        15","W","       156"," ","         9"," ","        30"," ","  -16.6","W,0131, ","   100"," ,W,0304,+","   102"," ,W,0302, ","  46.5"," ,W,1016, ","   35.0","W,0721,+","-1.6","W,1108","-2.7","W,1109","-4.9","W,1113","-8.8","W,1219","","","0.0","W,0318","-4.3","W,0308","-7.7","W,0307","-7.7","W,0307","-11.6","W,0201","    2589.8","8","    2589.8","W","   1347.8"," ,W","","","      423"," ,W","     13.12","W","     16.97","W","      9.27","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2020","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    725.4","","     725.4","W","       127","W","        83","W","        10","W","        9","","         3","W","         0","W","        41","W","         6","W","       147","W","        20","W","       153"," ","         8"," ","        27"," ","   -9.9","W,0215, ","   230"," ,W,1217, ","   165"," ,W,1216, ","  64.5"," ,W,0710, ","   35.6","W,0706, ","0.0","W,1031","-4.3","W,1216","-6.6","W,1219","","","","","-3.8","W,0301","-3.8","W,0301","-6.6","W,0221","-9.9","W,0215","-9.9","W,0215","    2407.0","0","    2407.0","W","   1152.8"," ,W","","","      325"," ,W","     14.05","W","     17.92","W","     10.17","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","2021","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","       116"," ","        12"," ","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2379.0","0","    2379.0","D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
