"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1936","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    592.9","","     592.9","0","       129","0","        78","0","        15","0","       44","","         7","0","         1","0","        88","0","        30","0","       150","0","        26","0","","","","","","","  -19.4","0,0123, ","   229"," ,0,0119, ","   229"," ,0,0119, ","  99.6"," ,0,0918, ","   41.1","0,0709, ","-0.6","0,1026","-2.2","0,1027","-7.8","0,1118","-7.8","0,1118","-10.6","0,1201","-0.6","0,0408","-3.9","0,0308","-8.3","0,0307","-8.3","0,0307","-8.9","0,0223","    2984.9","9","    2984.9","0","   1266.1"," ,0","","","      691"," ,0","     11.87","0","     16.27","0","      7.46","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1937","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    614.9","","     614.9","0","       124","0","        86","0","        17","0","        6","","         4","0","         0","0","        78","0","        10","0","       146","0","        22","0","","","","","","","  -10.0","0,0203, ","   127"," ,0,0120, ","   145"," ,0,0120, ","  78.0"," ,0,0913, ","   37.8","0,0710,+","-0.6","0,1121","-2.2","0,1122","-4.4","0,1207","-7.8","0,1212","","","-0.6","0,0331","-2.2","0,0328","-4.4","0,0326","-7.2","0,0310","-9.4","0,0204","    2690.6","6","    2690.6","0","   1345.7"," ,0","","","      355"," ,0","     12.45","0","     16.65","0","      8.26","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1938","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    609.8","","     609.8","0","       140","0","        89","0","         9","0","       23","","         8","0","         0","0","        80","0","        18","0","       157","0","        16","0","","","","","","","  -14.4","0,0118, ","   229"," ,0,1127, ","   124"," ,0,1125, "," 102.9"," ,0,0921, ","   35.6","0,0815, ","-6.1","0,1124","-6.1","0,1124","-6.1","0,1124","-7.2","0,1125","-8.9","0,1126","-1.1","0,0407","-2.2","0,0406","-12.8","0,0304","-12.8","0,0304","-12.8","0,0304","    2726.0","0","    2726.0","0","   1232.9"," ,0","","","      715"," ,0","     12.87","0","     17.15","0","      8.59","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1939","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    715.0","","     715.0","0","       109","0","        73","0","        12","0","       22","","         7","0","         0","0","        78","0","        16","0","       150","0","        24","0","","","","","","","  -14.4","0,0127, ","   203"," ,0,0114, ","   198"," ,0,0113, ","  58.7"," ,0,0819, ","   35.6","0,0531, ","-0.6","0,1113","-5.0","0,1211","-5.0","0,1211","-6.7","0,1212","-10.6","0,1227","-1.1","0,0413","-3.9","0,0323","-7.2","0,0319","-7.2","0,0319","-8.9","0,0311","    2692.1","1","    2692.1","0","    979.2"," ,0","","","      659"," ,0","     12.57","0","     16.81","0","      8.33","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1940","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    486.8","","     486.8","0","       124","0","        76","0","        10","0","       29","","        11","0","         0","0","       103","0","        27","0","       137","0","        17","0","","","","","","","  -13.9","0,0120, ","   229"," ,0,0215, ","   196"," ,0,0214, ","  79.5"," ,0,0531, ","   36.7","0,0730,+","-1.1","0,1019","-2.2","0,1125","-6.7","0,1202","-6.7","0,1202","-11.7","0,1203","-0.6","0,0415","-3.3","0,0413","-8.3","0,0325","-8.3","0,0325","-8.9","0,0312","    3122.7","7","    3122.7","0","   1145.4"," ,0","","","      707"," ,0","     11.03","0","     15.12","0","      6.95","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1941","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    666.9","","     666.9","0","        94","0","        61","0","        10","0","       25","","         7","0","         0","0","        90","0","        18","0","       165","0","        29","0","","","","","","","  -12.2","0,0114, ","   330"," ,0,0308, ","   399"," ,0,0308, ","  75.4"," ,0,1213, ","   36.7","0,0702, ","-0.6","0,1125","-3.3","0,1207","-6.1","0,1212","-6.7","0,1220","-10.0","0,1221","-1.7","0,0331","-2.2","0,0330","-5.0","0,0320","-9.4","0,0318","-9.4","0,0318","    2861.3","3","    2861.3","0","    991.6"," ,0","","","      868"," ,0","     12.71","0","     17.34","0","      8.09","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1942","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    595.9","","     595.9","0","       125","0","        82","0","        16","0","       27","","         7","0","         2","0","        78","0","        23","0","       156","0","        12","0","","","","","","","  -20.0","0,1220, ","    76"," ,0,1213, ","   104"," ,0,1213, "," 104.1"," ,0,0809, ","   36.1","0,0719, ","-0.6","0,1113","-3.3","0,1114","-7.8","0,1202","-7.8","0,1202","-12.2","0,1216","-1.7","0,0228","-3.9","0,0226","-5.6","0,0224","-10.0","0,0221","-10.0","0,0221","    2595.8","8","    2595.8","0","   1232.8"," ,0","","","      496"," ,0","     12.24","0","     16.58","0","      7.89","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1943","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    695.9","","     695.9","0","       114","0","        66","0","         9","0","       20","","         6","0","         1","0","        96","0","        28","0","       141","0","        28","0","","","","","","","  -22.2","0,0215, ","   203"," ,0,0128, ","   180"," ,0,0128, ","  86.4"," ,0,1026, ","   37.2","0,0625, ","0.0","0,1115","-3.3","0,1117","-10.6","0,1211","-10.6","0,1211","-10.6","0,1211","-1.1","0,0416","-2.2","0,0415","-4.4","0,0407","-9.4","0,0309","-9.4","0,0309","    2917.3","3","    2917.3","0","    933.7"," ,0","","","      533"," ,0","     12.06","0","     16.57","0","      7.55","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    779.3","","     779.3","0","       102","0","        73","0","         9","0","       21","","         8","0","         0","0","        95","0","        18","0","       150","0","        37","0","","","","","","","  -11.1","0,1222,+","   178"," ,0,0212, ","   165"," ,0,0405, "," 100.1"," ,0,0913, ","   38.9","0,0811, ","0.0","0,1123","-5.6","0,1202","-5.6","0,1202","-7.2","0,1203","-11.1","0,1222","-3.3","0,0406","-3.3","0,0406","-5.0","0,0320","-7.8","0,0319","-8.9","0,0305","    2910.5","5","    2910.5","0","   1144.0"," ,0","","","      774"," ,0","     12.56","0","     16.98","0","      8.14","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    598.2","","     598.2","0","       135","0","        87","0","        10","0","       56","","        12","0","         0","0","        88","0","        32","0","       154","0","        18","0","","","","","","","  -16.7","0,0125, ","   254"," ,0,1219, ","   203"," ,0,1219, ","  78.7"," ,0,0914, ","   36.1","0,0630, ","-0.6","0,1121","-3.9","0,1124","-7.2","0,1211","-7.2","0,1211","-11.1","0,1216","0.0","0,0311","-3.3","0,0308","-7.2","0,0220","-7.2","0,0220","-8.9","0,0204","    2779.7","7","    2779.7","0","   1142.9"," ,0","","","     1010"," ,0","     12.26","0","     16.59","0","      7.93","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    521.6","","     521.6","0","       104","0","        58","0","        13","0","       12","","         5","0","         0","0","        67","0","        15","0","       162","0","         9","0","","","","","","","  -15.0","0,0120, ","   178"," ,0,0221,+","   140"," ,0,0219, ","  68.8"," ,0,0803, ","   34.4","0,0720, ","-0.6","0,1123","-8.9","0,1202","-8.9","0,1202","-8.9","0,1202","-8.9","0,1202","-2.2","0,0312","-2.2","0,0312","-7.2","0,0226","-7.2","0,0226","-9.4","0,0221","    2716.1","1","    2716.1","0","    974.6"," ,0","","","      342"," ,0","     12.96","0","     17.59","0","      8.33","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    619.6","","     619.6","0","       111","0","        79","0","         8","0","       37","","        10","0","         0","0","        93","0","        15","0","       156","0","         9","0","","","","","","","  -13.9","0,0205, ","   660"," ,0,1227, ","   663"," ,0,1226, ","  59.9"," ,0,1226, ","   35.0","0,0815,+","0.0","0,1119","-2.2","0,1127","-4.4","0,1201","-8.3","0,1220","","","-2.2","0,0331","-2.2","0,0331","-6.1","0,0326","-9.4","0,0224","-9.4","0,0224","    2679.0","0","    2679.0","0","   1036.6"," ,0","","","     1512"," ,0","     12.07","0","     16.34","0","      7.80","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1948","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    590.8","","     590.8","0","       131","Z","        88","Z","        11","Z","       70","","        15","0","         1","0","        80","0","        34","0","       141","0","        13","0","","","","","","","  -17.8","0,0131, ","   432"," ,Z,0101, ","   401"," ,0,1219, ","  63.2"," ,Z,0530, ","   39.4","0,0826, ","-0.6","0,1211","-2.2","0,1215","-6.1","0,1224","-10.6","0,1225","-10.6","0,1225","0.0","0,0404","-2.8","0,0329","-8.3","0,0313","-8.3","0,0313","-9.4","0,0312","    2967.4","4","    2967.4","0","   1191.0"," ,Z","","","     1500"," ,0","     12.25","0","     16.39","0","      8.12","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1949","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    730.9","","     730.9","0","       122","0","        75","0","         5","0","       19","","         5","0","         0","0","        69","0","         5","0","       161","0","        29","0","","","","","","","   -8.3","0,0212, ","   229"," ,0,0301, ","   229"," ,0,0228, ","  33.3"," ,0,0406, ","   38.9","0,0704, ","-3.3","0,1122","-3.3","0,1122","-5.0","0,1128","","","","","-7.8","0,0320","-7.8","0,0320","-7.8","0,0320","-7.8","0,0320","","","    2338.4","4","    2338.4","0","    920.2"," ,0","","","      471"," ,0","     13.82","0","     18.25","0","      9.38","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1950","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    483.1","","     483.1","Z","       141","Z","        76","Z","         7","Z","       13","","         6","0","         0","0","        84","Z","        15","0","       137","0","         6","0","","","","","","","  -14.4","Z,0221, ","   102"," ,0,0214, ","    89"," ,0,0213, ","  40.4"," ,Z,1125, ","   35.0","0,0626, ","-2.2","0,1126","-2.2","0,1126","-5.6","0,1218","-7.2","0,1220","-10.6","0,1226","-3.3","0,0414","-3.3","0,0414","-6.7","0,0319","-6.7","0,0319","-11.1","0,0304","    2635.4","4","    2635.4","0","    938.6"," ,Z","","","      407"," ,0","     11.99","Z","     16.23","0","      7.75","Z","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1951","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    586.2","","     586.2","0","       116","Z","        74","Z","        11","Z","       11","","         4","0","         0","Z","        71","0","        13","Z","       146","Z","         7","Z","","","","","","","  -13.3","0,1217, ","    76"," ,0,1215, ","    64"," ,0,1214, ","  55.9"," ,Z,1107, ","   34.4","Z,0727,+","0.0","0,1103","-3.3","0,1119","-5.0","0,1127","-6.7","0,1215","-11.7","0,1216","-2.2","0,0327","-2.2","0,0327","-4.4","0,0310","-7.2","0,0211","-10.0","0,0210","    2535.5","5","    2535.5","Z","   1111.9"," ,Z","","","      223"," ,0","     12.84","0","     17.22","Z","      8.46","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1952","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    698.7","","     698.7","0","       120","Z","        76","Z","        10","Z","       12","","         9","Z","         0","0","        67","0","         8","0","       150","0","        24","0","","","","","","","  -13.3","0,0130, ","   152"," ,0,0129, ","   140"," ,Z,0128, ","  49.5"," ,Z,0601, ","   37.8","0,0626, ","-2.2","0,1129","-2.2","0,1129","-4.4","0,1201","-8.3","0,1227","-11.1","0,1228","-1.1","0,0318","-5.0","0,0316","-5.0","0,0316","-6.7","0,0215","-13.3","0,0130","    2581.3","3","    2581.3","0","   1056.1"," ,Z","","","      665"," ,Z","     13.21","0","     17.37","0","      9.06","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1953","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    712.4","","     712.4","0","       119","0","        82","0","        11","0","        6","","         3","0","         0","0","        54","0","         4","0","       162","0","        32","0","","","","","","","  -10.0","0,0202, ","    76"," ,0,0108,+","    56"," ,0,1106, ","  66.3"," ,0,0313, ","   38.9","0,0902, ","-1.1","0,1106","-3.3","0,1216","-8.3","0,1217","-8.3","0,1217","-9.4","0,1218","-6.1","0,0311","-6.1","0,0311","-6.1","0,0311","-6.7","0,0309","-10.0","0,0202","    2443.8","8","    2443.8","0","   1149.1"," ,0","","","      195"," ,0","     13.91","0","     18.26","0","      9.56","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1954","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    593.3","","     593.3","0","       105","0","        68","0","         9","0","       11","","         4","0","         0","0","        70","0","        16","0","       155","0","        17","0","","","","","","","  -13.9","0,0118, ","   229"," ,0,0112, ","   137"," ,0,0111, ","  73.7"," ,0,0911, ","   37.8","0,0731,+","0.0","0,1110","-2.2","0,1202","-7.8","0,1206","-7.8","0,1206","-8.9","0,1207","-5.0","0,0404","-5.0","0,0404","-5.0","0,0404","-11.7","0,0213","-11.7","0,0213","    2454.8","8","    2454.8","0","    904.7"," ,0","","","      350"," ,0","     12.70","0","     17.14","0","      8.26","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1955","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    709.2","","     709.2","0","       120","0","        66","0","        11","0","       12","","         4","0","         1","0","        93","0","        22","0","       155","0","        25","0","","","","","","","  -17.8","0,0203, ","    76"," ,0,1223,+","    91"," ,0,0202, ","  91.9"," ,0,0812, ","   37.8","0,0805,+","-1.1","0,1119","-3.9","0,1128","-8.9","0,1129","-8.9","0,1129","-8.9","0,1129","-1.1","0,0329","-3.3","0,0328","-4.4","0,0327","-7.2","0,0308","-10.0","0,0213","    2660.6","6","    2660.6","0","   1014.4"," ,0","","","      401"," ,0","     12.58","0","     16.92","0","      8.24","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1956","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    500.9","","     500.9","0","       138","0","        90","0","         5","0","       13","","         6","0","         0","0","        78","0","        11","0","       127","0","        11","0","","","","","","","  -10.0","0,0222,+","   330"," ,0,0320,+","   198"," ,0,0319, ","  61.2"," ,0,1031, ","   37.2","0,0614, ","-1.1","0,1110","-4.4","0,1123","-4.4","0,1123","-8.9","0,1230","-8.9","0,1230","-2.2","0,0328","-2.2","0,0328","-7.8","0,0325","-7.8","0,0325","-10.0","0,0222","    2993.0","0","    2993.0","0","    921.6"," ,0","","","      767"," ,0","     11.93","0","     15.96","0","      7.90","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1957","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    682.7","","     682.7","0","       122","0","        76","0","         6","0","       19","","         7","0","         1","0","        66","0","        13","0","       152","0","        21","0","","","","","","","  -17.8","0,0115, ","   203"," ,0,1205, ","   191"," ,0,1204, ","  64.8"," ,0,0514, ","   38.3","0,0722, ","-1.7","0,1111","-2.2","0,1127","-7.8","0,1212","-7.8","0,1212","","","0.0","0,0325","-2.2","0,0311","-4.4","0,0305","-7.8","0,0212","-8.9","0,0124","    2656.2","2","    2656.2","0","    927.5"," ,0","","","      757"," ,0","     13.01","0","     17.26","0","      8.76","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1958","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    504.9","","     504.9","0","       133","0","        82","0","         6","0","       39","","        10","0","         0","0","        78","0","        34","0","       134","0","         6","0","","","","","","","  -16.1","0,0218, ","   254"," ,0,0322, ","   180"," ,0,0321, ","  55.6"," ,0,0406, ","   33.9","0,0702, ","0.0","0,1128","-3.9","0,1129","-7.8","0,1130","-7.8","0,1130","-10.0","0,1210","-1.7","0,0409","-2.8","0,0309","-5.6","0,0223","-11.1","0,0219","-11.1","0,0219","    2783.4","4","    2783.4","0","   1040.2"," ,0","","","     1011"," ,0","     11.39","0","     15.26","0","      7.52","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1959","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    786.7","","     786.7","0","       124","0","        76","0","         9","0","       14","","         4","0","         0","0","        81","0","        15","0","       160","0","        27","0","","","","","","","  -13.9","0,0202, ","   356"," ,0,1222, ","   262"," ,0,1222, ","  45.7"," ,0,0720, ","   36.1","0,0629, ","-3.3","0,1117","-3.3","0,1117","-6.1","0,1118","-8.3","0,1222","-12.8","0,1223","-4.4","0,0329","-4.4","0,0329","-4.4","0,0329","-6.7","0,0323","-8.9","0,0221","    2880.5","5","    2880.5","0","    984.9"," ,0","","","      650"," ,0","     12.99","0","     17.32","0","      8.65","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1960","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    543.5","","     543.5","0","       115","0","        75","0","        14","0","       31","","         9","0","         0","0","        99","0","        19","0","       157","0","         5","0","","","","","","","  -13.3","0,1213, ","   381"," ,0,1214,+","   318"," ,0,0303, ","  90.4"," ,0,0730, ","   32.8","0,0827,+","0.0","0,1107","-3.9","0,1201","-6.1","0,1208","-8.9","0,1209","-8.9","0,1209","0.0","0,0327","-6.7","0,0326","-6.7","0,0326","-6.7","0,0326","-10.0","0,0311","    2721.4","4","    2721.4","0","   1179.3"," ,0","","","     1057"," ,0","     12.22","0","     16.41","0","      8.03","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    746.6","","     746.6","0","       119","0","        79","0","         8","0","       43","","         9","0","         1","0","        74","0","        22","0","       162","0","        29","0","","","","","","","  -18.9","0,0202, ","   610"," ,0,0205, ","   290"," ,0,0204, ","  53.3"," ,0,0204, ","   36.1","0,0722, ","0.0","0,1110","-2.2","0,1209","-7.8","0,1215","-7.8","0,1215","-10.0","0,1216","-0.6","0,0321","-7.8","0,0318","-7.8","0,0318","-7.8","0,0318","-13.9","0,0203","    2839.1","1","    2839.1","0","    999.7"," ,0","","","     1112"," ,0","     12.79","0","     17.05","0","      8.54","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    542.9","","     542.9","0","       109","0","        66","0","         8","0","       17","","         6","0","         0","0","        79","0","        22","0","       152","0","        18","0","","","","","        12"," ","  -15.6","0,1231,+","    76"," ,0,1222, ","    74"," ,0,0209, ","  59.2"," ,0,0312, ","   37.2","0,0519, ","-0.6","0,1107","-2.2","0,1119","-5.6","0,1210","-7.8","0,1211","-8.9","0,1212","0.0","0,0309","-8.9","0,0304","-8.9","0,0304","-8.9","0,0304","-8.9","0,0304","    2632.2","2","    2632.2","0","    944.0"," ,0","","","      382"," ,0","     11.89","0","     16.40","0","      7.39","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    511.4","","     511.4","0","       115","0","        70","0","         6","0","       25","","         9","0","         1","0","        78","0","        30","0","       143","0","        16","0","","","","","        10"," ","  -18.9","0,0208, ","   152"," ,0,1225,+","   152"," ,0,1223, ","  75.2"," ,0,1107, ","   36.7","0,0727,+","-1.7","0,1201","-2.8","0,1212","-6.1","0,1214","-7.8","0,1215","-8.9","0,1219","-1.1","0,0323","-2.8","0,0311","-5.6","0,0228","-11.7","0,0227","-11.7","0,0227","    2960.3","3","    2960.3","0","    871.6"," ,0","","","      585"," ,0","     11.97","0","     16.57","0","      7.36","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    574.0","","     574.0","0","       113","0","        71","0","         8","0","       28","","        10","0","         0","0","        75","0","        13","0","       145","0","        23","0","","","","","","","  -12.8","0,0114, ","   330"," ,0,0116,+","   292"," ,0,0113, ","  32.8"," ,0,0120, ","   37.2","0,0701,+","-2.2","0,1121","-2.2","0,1121","-4.4","0,1122","-6.7","0,1207","","","-1.7","0,0405","-2.2","0,0401","-5.6","0,0331","-7.2","0,0225","-10.6","0,0115","    2699.4","4","    2699.4","0","    838.8"," ,0","","","      927"," ,0","     12.52","0","     17.06","0","      7.98","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1965","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    550.5","","     550.5","0","       103","0","        60","0","         3","0","       21","","         8","0","         0","0","        71","0","        19","0","       153","0","        15","0","","","","","        17"," ","  -12.8","0,0117, ","   152"," ,0,0112,+","   160"," ,0,0110, ","  34.3"," ,0,0207, ","   35.0","0,0629, ","0.0","0,1029","-3.3","0,1219","-5.6","0,1220","-7.2","0,1226","","","-1.7","0,0401","-3.3","0,0331","-5.0","0,0322","-9.4","0,0223","-9.4","0,0223","    2786.0","0","    2786.0","0","    663.5"," ,0","      59.3","X","      540"," ,0","     12.31","0","     16.66","0","      7.96","0","   162414","X","","","","","","","","","       315","X","","","","","","","","","      16.5","X"
"USW00094728","1966","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    734.4","","     734.4","0","       116","0","        63","0","         8","0","       28","","         9","0","         0","0","        77","0","        19","0","       139","0","        35","0","","","","","        17"," ","  -13.3","0,0220,+","   203"," ,0,0202, ","   170"," ,0,1224, "," 140.7"," ,0,0921, ","   39.4","0,0703, ","0.0","0,1104","-5.0","0,1202","-5.0","0,1202","-9.4","0,1203","-9.4","0,1203","-2.8","0,0329","-2.8","0,0329","-4.4","0,0328","-8.3","0,0221","-13.3","0,0220","    2676.5","5","    2676.5","0","   1013.8"," ,0","      57.9","X","      773"," ,0","     12.79","0","     17.20","0","      8.37","0","   158412","X","","","","","","","","","       360","X","","","","","","","","","      17.9","X"
"USW00094728","1967","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    549.3","","     549.3","0","       126","0","        88","0","        15","0","       28","","        13","0","         0","0","        86","0","        20","0","       133","0","         9","0","","","","","        27"," ","  -15.6","0,0213, ","   330"," ,0,0208, ","   318"," ,0,0207, ","  54.6"," ,0,0618, ","   35.6","0,0616, ","0.0","0,1108","-6.7","0,1115","-6.7","0,1115","-6.7","0,1115","","","-1.7","0,0412","-2.2","0,0323","-5.0","0,0320","-13.3","0,0319","-13.3","0,0319","    2909.2","2","    2909.2","0","   1248.2"," ,0","      53.8","X","     1300"," ,0","     11.63","0","     15.89","0","      7.37","0","   146058","X","","","","","","","","","        45","X","","","","","","","","","      18.8","X"
"USW00094728","1968","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    616.3","","     616.3","0","       109","0","        63","0","        14","0","       21","","         5","0","         1","0","        87","0","        26","0","       153","0","        17","0","","","","","        18"," ","  -18.3","0,0109, ","   127"," ,0,1216, ","   140"," ,0,0301, "," 101.3"," ,0,0529, ","   36.7","0,0717, ","0.0","0,1121","-3.3","0,1208","-10.6","0,1209","-10.6","0,1209","-10.6","0,1209","0.0","0,0406","-6.1","0,0314","-6.1","0,0314","-6.7","0,0304","-9.4","0,0303","    2914.6","6","    2914.6","0","   1107.4"," ,0","      60.2","X","      453"," ,0","     12.25","0","     16.65","0","      7.84","0","   161748","X","","","","","","","","","        45","X","","","","","","","","","      22.8","X"
"USW00094728","1969","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    666.3","","     666.3","0","       120","0","        84","0","        13","0","       34","","         9","0","         0","0","        90","0","        17","0","       160","0","        16","0","","","","","        19"," ","  -11.7","0,0128, ","   381"," ,0,0211,+","   356"," ,0,0209, ","  84.3"," ,0,0903, ","   36.1","0,0529, ","0.0","0,1023","-2.2","0,1121","-5.0","0,1202","-7.8","0,1223","-10.0","0,1225","-1.7","0,0401","-2.2","0,0331","-7.2","0,0312","-7.2","0,0312","-11.7","0,0128","    2650.1","1","    2650.1","0","   1232.8"," ,0","      57.8","X","      763"," ,0","     12.64","0","     16.74","0","      8.54","0","   156306","X","","","","","","","","","        45","X","","","","","","","","","      18.8","X"
"USW00094728","1970","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","    705.0","","     705.0","0","       115","0","        70","0","         7","0","       39","","         9","0","         0","0","        91","0","        29","0","       151","0","        22","0","","","","","        24"," ","  -16.1","0,0109, ","   102"," ,0,0123,+","   102"," ,0,0329, ","  66.8"," ,0,0210, ","   34.4","0,0922,+","-4.4","0,1123","-4.4","0,1123","-4.4","0,1123","-6.7","0,1207","","","-0.6","0,0411","-5.6","0,0330","-5.6","0,0330","-6.7","0,0310","-12.8","0,0226","    2935.2","2","    2935.2","0","    896.9"," ,0","      52.2","X","      540"," ,0","     12.36","0","     16.48","0","      8.24","0","   141066","X","","","","","","","","","        45","X","","","","","","","","","      16.1","X"
